,Volatility,Delta1,Delta2,Delta3,Current_price
0,0.09005351945640365,-0.06821895424836608,-0.08542492294143554,0.09703368526897937,21.82
1,0.05965097724697505,-0.08542492294143554,0.09703368526897937,-0.02507565931690438,22.55
2,0.05826565804175949,0.09703368526897937,-0.02507565931690438,-0.06882591093117414,20.7
3,0.048280132243171854,-0.02507565931690438,-0.06882591093117414,-0.01701507049100639,20.22
4,0.038992032545173784,-0.06882591093117414,-0.01701507049100639,0.04754829123328367,21.15
5,0.025547555740049296,-0.01701507049100639,0.04754829123328367,0.051600573339703866,22.01
6,0.03736320942949961,0.04754829123328367,0.051600573339703866,0.0017738359201773456,22.59
7,0.056400820389957265,0.051600573339703866,0.0017738359201773456,-0.22164726175075464,18.05
8,0.07120225073905585,0.0017738359201773456,-0.22164726175075464,0.059038662486938294,20.27
9,0.07200981301356343,-0.22164726175075464,0.059038662486938294,0.09649999999999999,21.93
10,0.034801063358301736,0.059038662486938294,0.09649999999999999,-0.0061262959472195575,21.09
11,0.0491528805994409,0.09649999999999999,-0.0061262959472195575,-0.10539336961900062,18.08
12,0.07915820180943599,-0.0061262959472195575,-0.10539336961900062,-0.036263736263736274,17.54
13,0.055726183804449554,-0.10539336961900062,-0.036263736263736274,-0.019015659955257263,17.54
14,0.01864164145451618,-0.036263736263736274,-0.019015659955257263,0.027761711972238316,17.77
15,0.015101215736300827,-0.019015659955257263,0.027761711972238316,-0.03411028993746455,16.99
16,0.060579656310602276,0.027761711972238316,-0.03411028993746455,-0.02197802197802197,15.13
17,0.07257418775690025,-0.03411028993746455,-0.02197802197802197,-0.04412763068567552,14.08
18,0.04815323161728081,-0.02197802197802197,-0.04412763068567552,-0.015838732901367936,13.67
19,0.049332381283307386,-0.04412763068567552,-0.015838732901367936,0.02213740458015274,13.39
20,0.04309580016913128,-0.015838732901367936,0.02213740458015274,-0.032258064516129024,12.6
21,0.040460356808254105,0.02213740458015274,-0.032258064516129024,0.06593406593406592,13.58
22,0.06886770181147454,-0.032258064516129024,0.06593406593406592,0.045423262216104626,15.19
23,0.05137110803234689,0.06593406593406592,0.045423262216104626,-0.0333555703802535,14.49
24,0.022695895811349412,0.045423262216104626,-0.0333555703802535,0.04344827586206902,15.13
25,0.0212768213991598,-0.0333555703802535,0.04344827586206902,-0.02062541583499659,14.72
26,0.04503342668771976,0.04344827586206902,-0.02062541583499659,-0.01765536723163842,13.91
27,0.03889295706793089,-0.02062541583499659,-0.01765536723163842,0.03682719546742219,14.64
28,0.03148904851061219,-0.01765536723163842,0.03682719546742219,-0.013076393668272505,14.34
29,0.05469682309563133,0.03682719546742219,-0.013076393668272505,0.006883604505632004,16.09
30,0.04857704179304603,-0.013076393668272505,0.006883604505632004,-0.07365079365079366,14.59
31,0.04517862780243178,0.006883604505632004,-0.07365079365079366,0.08371600141292833,15.34
32,0.03220571185794638,-0.07365079365079366,0.08371600141292833,0.042039972432804926,15.12
33,0.08277236226717341,0.08371600141292833,0.042039972432804926,-0.026336173508907813,12.57
34,0.08267018065569906,0.042039972432804926,-0.026336173508907813,-0.009630818619582744,12.34
35,0.03235958749080739,-0.026336173508907813,-0.009630818619582744,0.0855784469096672,13.7
36,0.05810290099070756,-0.009630818619582744,0.0855784469096672,0.059506531204644435,14.6
37,0.07721259071041267,0.0855784469096672,0.059506531204644435,0.08571428571428583,15.96
38,0.057700448649191625,0.059506531204644435,0.08571428571428583,-0.03366583541147127,15.5
39,0.03233683189618972,0.08571428571428583,-0.03366583541147127,-0.033832140533506805,14.85
