,Volatility,Delta1,Delta2,Delta3,Current_price
0,0.026669183159903517,0.024344917301616708,-0.0702786913622988,0.059854709143808686,57.92
1,0.02678660296228784,-0.0702786913622988,0.059854709143808686,-0.008414906405632748,57.74
2,0.022703297547804622,0.059854709143808686,-0.008414906405632748,-0.001562500000000059,57.51
3,0.028116387184310792,-0.008414906405632748,-0.001562500000000059,-0.05474130319618579,53.53
4,0.05435258429987868,-0.001562500000000059,-0.05474130319618579,0.018172888015717082,62.19
5,0.06788243919752518,-0.05474130319618579,0.018172888015717082,0.036840411840411945,64.45
6,0.04015894142044675,0.018172888015717082,0.036840411840411945,0.03416010693598689,69.63
7,0.03763897890631488,0.036840411840411945,0.03416010693598689,0.00510278466248716,68.94
8,0.01964707371435578,0.03416010693598689,0.00510278466248716,0.03476482617586926,70.84
9,0.017870790223666444,0.00510278466248716,0.03476482617586926,-0.0138968481375358,68.83
10,0.021234322082533216,0.03476482617586926,-0.0138968481375358,-0.011075014766686356,66.97
11,0.04885537645602364,-0.0138968481375358,-0.011075014766686356,-0.09324806662700769,60.97
12,0.0534320555909961,-0.011075014766686356,-0.09324806662700769,-0.00866522246292278,59.49
13,0.046529821313645275,-0.09324806662700769,-0.00866522246292278,0.042485330137975896,59.16
14,0.02971801178235171,-0.00866522246292278,0.042485330137975896,0.007004954724073066,58.94
15,0.030745160890015655,0.042485330137975896,0.007004954724073066,-0.0576420640104507,57.71
16,0.028132767653331617,0.007004954724073066,-0.0576420640104507,0.07695048094050588,60.46
17,0.034138934170745025,-0.0576420640104507,0.07695048094050588,-0.06501143417183922,57.24
18,0.02596355548706512,0.07695048094050588,-0.06501143417183922,-0.030254053150593322,58.0199
19,0.02379236457112948,-0.06501143417183922,-0.030254053150593322,0.03615943252828911,61.351
20,0.03384894360702407,-0.030254053150593322,0.03615943252828911,-0.006301197227473198,63.08
21,0.0262372229867718,0.03615943252828911,-0.006301197227473198,0.00015905837442349477,62.88
22,0.014941667926578342,-0.006301197227473198,0.00015905837442349477,-0.024023110840808853,64.19
23,0.01642289436203664,0.00015905837442349477,-0.024023110840808853,0.015062111801242216,65.37
24,0.01840344223548589,-0.024023110840808853,0.015062111801242216,0.023889227023737178,67.29
25,0.0218542885662337,0.015062111801242216,0.023889227023737178,-0.07787246547164273,62.76
26,0.02086258415123483,0.023889227023737178,-0.07787246547164273,0.03378482376481464,67.165
27,0.02610074291386836,-0.07787246547164273,0.03378482376481464,0.023795447827372147,69.27
28,0.050777082715465605,0.03378482376481464,0.023795447827372147,0.03394585495861954,73.71
29,0.0390674607387451,0.023795447827372147,0.03394585495861954,-0.026607924796122083,72.69
30,0.014804255002483438,0.03394585495861954,-0.026607924796122083,0.004967572788740161,72.83
31,0.01164898255284503,-0.026607924796122083,0.004967572788740161,0.020604581808323308,75.29
32,0.013004643572165239,0.004967572788740161,0.020604581808323308,0.015373613153321678,75.9601
33,0.010901087417257356,0.020604581808323308,0.015373613153321678,0.016079324668363967,75.83
34,0.015768387267614797,0.015373613153321678,0.016079324668363967,0.01948650427913106,77.43
35,0.016342864537718382,0.016079324668363967,0.01948650427913106,-0.019122176591375703,76.43
36,0.013037477877586542,0.01948650427913106,-0.019122176591375703,0.019935064935064892,78.535
37,0.015525450275732733,-0.019122176591375703,0.019935064935064892,-0.0086765086765087,76.55
38,0.011072866100704999,0.019935064935064892,-0.0086765086765087,0.005708354955889955,77.52
39,0.027549570506878538,-0.0086765086765087,0.005708354955889955,-0.035568436306152064,73.21
40,0.027420277434330415,0.005708354955889955,-0.035568436306152064,0.07903070356601968,78.37
41,0.03863874069605605,-0.035568436306152064,0.07903070356601968,-0.0522238880559721,75.86
42,0.03393338550057412,0.07903070356601968,-0.0522238880559721,0.009715288085278625,74.83
43,0.03245752976307837,-0.0522238880559721,0.009715288085278625,-0.007175126229072631,74.72
44,0.008392123296539343,0.009715288085278625,-0.007175126229072631,-0.012390572390572414,73.33
45,0.013668524015761935,-0.007175126229072631,-0.012390572390572414,0.05461956521739145,77.62
46,0.01676137819257289,-0.012390572390572414,0.05461956521739145,-0.03166023166023176,75.24
47,0.017619145135202317,0.05461956521739145,-0.03166023166023176,0.017941330539549563,77.73
48,0.01486495647902012,-0.03166023166023176,0.017941330539549563,0.007323654117949472,78.4
49,0.026224747512186068,0.017941330539549563,0.007323654117949472,0.011204306459689664,80.775
50,0.023789387523271328,0.007323654117949472,0.011204306459689664,-0.035366158460384885,77.19
51,0.02176926692447941,0.011204306459689664,-0.035366158460384885,0.007485226526592162,76.72
52,0.01954118071059689,-0.035366158460384885,0.007485226526592162,-0.002746893394375513,76.24
53,0.013931946181820434,0.007485226526592162,-0.002746893394375513,-0.012509773260359576,75.78
54,0.01434681223257943,-0.002746893394375513,-0.012509773260359576,-0.011017838405036584,75.4
55,0.01515113496097794,-0.012509773260359576,-0.011017838405036584,-0.0058177971704349825,75.19
56,0.011539196494074531,-0.011017838405036584,-0.0058177971704349825,0.002614037380734396,76.71
57,0.023833785870742304,-0.0058177971704349825,0.002614037380734396,0.0017627801561319637,79.56
58,0.02200784693478965,0.002614037380734396,0.0017627801561319637,0.00603158811093147,80.895
59,0.01278975917836671,0.0017627801561319637,0.00603158811093147,-0.044822066247999025,77.57
60,0.014584767713288743,0.00603158811093147,-0.044822066247999025,0.02508551881413898,80.91
61,0.03116540760621251,-0.044822066247999025,0.02508551881413898,0.002054380664652589,82.92
62,0.02715489726261589,0.02508551881413898,0.002054380664652589,-0.016202867124442823,81.665
63,0.011867339570110295,0.002054380664652589,-0.016202867124442823,0.007540923303292193,82.17
64,0.006874658327807131,-0.016202867124442823,0.007540923303292193,0.0032910775231593855,82.31
65,0.01067851192159048,0.007540923303292193,0.0032910775231593855,0.02024141132776219,82.41
66,0.017490062507801402,0.0032910775231593855,0.02024141132776219,-0.033852569606279956,78.77
67,0.02616613281338459,0.02024141132776219,-0.033852569606279956,-0.007152804152424329,78.425
68,0.018304694226347888,-0.033852569606279956,-0.007152804152424329,0.036428480448350516,81.37
69,0.016191204133753898,-0.007152804152424329,0.036428480448350516,0.0007460830639144774,80.48
70,0.01437575205314927,0.036428480448350516,0.0007460830639144774,-0.016761857462130724,79.19
71,0.011008995604581713,0.0007460830639144774,-0.016761857462130724,0.023041474654377808,82.14
72,0.012333654975939932,-0.016761857462130724,0.023041474654377808,0.010660716499318202,81.53
73,0.009992224916022897,0.023041474654377808,0.010660716499318202,0.022302069136414464,82.51
74,0.03554393736908861,0.010660716499318202,0.022302069136414464,0.03858862402643392,88.01
75,0.03190073747810048,0.022302069136414464,0.03858862402643392,0.020396270396270396,87.55
76,0.015637621530004957,0.03858862402643392,0.020396270396270396,0.033019949552854796,90.1
77,0.03852071758684564,0.020396270396270396,0.033019949552854796,0.09177074041034779,97.91
78,0.047156824595050065,0.033019949552854796,0.09177074041034779,-0.04289053765626587,94.17
79,0.028120872893021846,0.09177074041034779,-0.04289053765626587,-0.012068422709623314,94.14
80,0.01414418842393146,-0.04289053765626587,-0.012068422709623314,0.0009568360620880651,94.15
81,0.010330871202946276,-0.012068422709623314,0.0009568360620880651,0.0033112582781457196,93.93
82,0.04012316024547792,0.0009568360620880651,0.0033112582781457196,-0.13743826836187872,82.09
83,0.04625478411993275,0.0033112582781457196,-0.13743826836187872,0.07746987951807237,89.43
84,0.03961973514454143,-0.13743826836187872,0.07746987951807237,0.026367075547403383,89.53
85,0.027592233214294,0.07746987951807237,0.026367075547403383,0.02720035382574091,92.9
86,0.02667047229883928,0.026367075547403383,0.02720035382574091,-0.005243445692883993,92.96
87,0.023853890724043647,0.02720035382574091,-0.005243445692883993,-0.0776843673512823,86.67
88,0.024939815908228347,-0.005243445692883993,-0.0776843673512823,0.032258064516128934,92.8
89,0.023001734656621645,-0.0776843673512823,0.032258064516128934,0.0186147186147186,94.12
90,0.024910705272434313,0.032258064516128934,0.0186147186147186,0.03114701817795266,97.0
91,0.03840803081214561,0.0186147186147186,0.03114701817795266,0.0678611883431161,103.7
