,Volatility,Delta1,Delta2,Delta3,Current_price
0,0.01638255165926625,-0.015211898087533624,-0.027310297586317058,-0.03740027951644749,70.8046
1,0.021574289473426142,-0.027310297586317058,-0.03740027951644749,0.0053906275218130765,71.6374
2,0.014799547108176016,-0.03740027951644749,0.0053906275218130765,-0.010495965142995495,72.3087
3,0.029908344460410175,0.0053906275218130765,-0.010495965142995495,-0.09966264861973934,65.6535
4,0.04466575818041034,-0.010495965142995495,-0.09966264861973934,0.025627760329392915,67.2059
5,0.037065290311825365,-0.09966264861973934,0.025627760329392915,0.04567765719492997,70.6853
6,0.03348477345191905,0.025627760329392915,0.04567765719492997,-0.024392927220896872,70.0561
7,0.018562880263781546,0.04567765719492997,-0.024392927220896872,0.004606079852189609,69.5971
8,0.015127091037820799,-0.024392927220896872,0.004606079852189609,0.00857099634770951,70.0034
9,0.009090825698645867,0.004606079852189609,0.00857099634770951,0.0003959263891369782,69.9902
10,0.0059790024792021074,0.00857099634770951,0.0003959263891369782,0.007642610770171237,69.733
11,0.00987426440570165,0.0003959263891369782,0.007642610770171237,0.008613747278858374,70.8884
12,0.010876715223002213,0.007642610770171237,0.008613747278858374,0.003594160654038485,71.0638
13,0.012807734051207349,0.008613747278858374,0.003594160654038485,-0.015681913763730505,69.0445
14,0.015762683190665355,0.003594160654038485,-0.015681913763730505,0.010257667350997576,69.2371
15,0.03000568708275565,-0.015681913763730505,0.010257667350997576,0.07675409798626283,75.4361
16,0.05764541289665662,0.010257667350997576,0.07675409798626283,-0.002540914984634565,78.1585
17,0.043564850851555176,0.07675409798626283,-0.002540914984634565,-0.024881503134473924,77.2915
18,0.0059930436412067856,-0.002540914984634565,-0.024881503134473924,0.0078948545432473,78.8713
19,0.013407946863246496,-0.024881503134473924,0.0078948545432473,0.01577955486944553,81.0651
20,0.024969027350385788,0.0078948545432473,0.01577955486944553,0.004826653395186204,82.9817
21,0.02639869602162291,0.01577955486944553,0.004826653395186204,0.028799171055383477,86.5788
22,0.016752071245140814,0.004826653395186204,0.028799171055383477,-0.02175066312997345,85.1928
23,0.010869536736069534,0.028799171055383477,-0.02175066312997345,-0.013575155232781603,83.9269
24,0.012340875463318515,-0.02175066312997345,-0.013575155232781603,0.029353130652959095,85.8673
25,0.018309334814630384,-0.013575155232781603,0.029353130652959095,0.019568950752438172,88.1034
26,0.021226978065493972,0.029353130652959095,0.019568950752438172,-0.0007340569523816232,88.0756
27,0.009796201437463344,0.019568950752438172,-0.0007340569523816232,-0.0006337302044951363,87.5212
28,0.017160093209134555,-0.0007340569523816232,-0.0006337302044951363,0.012244511628165887,90.9031
29,0.017841739213455915,-0.0006337302044951363,0.012244511628165887,-0.03087092914913912,87.8908
30,0.013332094405657089,0.012244511628165887,-0.03087092914913912,0.015662787914705507,89.1173
31,0.018554835122326092,-0.03087092914913912,0.015662787914705507,0.033834053552403924,93.3517
32,0.02584843297531976,0.015662787914705507,0.033834053552403924,0.0031716865405701637,93.685
33,0.018108060985318437,0.033834053552403924,0.0031716865405701637,-0.031234512966403505,91.8752
34,0.016436682533881652,0.0031716865405701637,-0.031234512966403505,0.029351206952185096,93.7881
35,0.01685403320638484,-0.031234512966403505,0.029351206952185096,0.0014789664010261007,94.3267
36,0.014487730302586967,0.029351206952185096,0.0014789664010261007,-0.00039356042051717825,94.4845
37,0.011213861570387377,0.0014789664010261007,-0.00039356042051717825,0.01338554778965155,92.0981
38,0.012086621493852952,-0.00039356042051717825,0.01338554778965155,0.00900862055026214,93.6024
39,0.010533003407280925,0.01338554778965155,0.00900862055026214,-0.03444849888121009,90.5752
40,0.017370557214900027,0.00900862055026214,-0.03444849888121009,0.06991428245396955,95.636
41,0.03345656220067133,-0.03444849888121009,0.06991428245396955,0.023943803765180568,99.6754
42,0.037829397138919064,0.06991428245396955,0.023943803765180568,0.01757379372686635,101.0869
43,0.017899627069362663,0.023943803765180568,0.01757379372686635,0.02345922452969584,103.7541
44,0.025566759400775147,0.01757379372686635,0.02345922452969584,0.01639828813048688,106.9437
45,0.030433060522650417,0.02345922452969584,0.01639828813048688,0.023127371553526496,110.9819
46,0.015719664539922462,0.01639828813048688,0.023127371553526496,-0.028924435116114314,107.7084
47,0.020025838025082836,0.023127371553526496,-0.028924435116114314,-0.029390758535552987,104.0992
48,0.028082768064384093,-0.028924435116114314,-0.029390758535552987,0.026611228642761817,105.0598
49,0.01955576377569308,-0.029390758535552987,0.026611228642761817,0.019771046845802873,106.3095
50,0.02153463453571454,0.026611228642761817,0.019771046845802873,-0.06724626276299034,99.091
51,0.022194954919556153,0.019771046845802873,-0.06724626276299034,0.028139168095353922,101.8889
52,0.021905773654722783,-0.06724626276299034,0.028139168095353922,-0.013608837134643705,101.3946
53,0.02094230616673505,0.028139168095353922,-0.013608837134643705,-0.0037428292617993973,101.7863
54,0.03757411637465255,-0.013608837134643705,-0.0037428292617993973,0.028964874661290767,110.6555
55,0.03452184149792487,-0.0037428292617993973,0.028964874661290767,0.024602660706950993,114.2475
56,0.03534266747396719,0.028964874661290767,0.024602660706950993,0.030709324064745542,120.5161
57,0.03645734664803137,0.024602660706950993,0.030709324064745542,0.0026465892839324973,120.5863
58,0.01519571313725697,0.030709324064745542,0.0026465892839324973,-0.014377459916565536,120.3522
59,0.02051696028485696,0.0026465892839324973,-0.014377459916565536,-0.03298808106598711,114.4535
60,0.01811199708037094,-0.014377459916565536,-0.03298808106598711,0.03230183277435826,120.2867
61,0.013729713879157055,-0.03298808106598711,0.03230183277435826,-0.0322759265433454,115.5209
62,0.012901984787961548,0.03230183277435826,-0.0322759265433454,8.080731667269348e-05,116.3355
63,0.01083413987440511,-0.0322759265433454,8.080731667269348e-05,0.009895404104236288,118.4984
64,0.009399410397238581,8.080731667269348e-05,0.009895404104236288,-0.007317401095761509,118.1332
65,0.009497942940594209,0.009895404104236288,-0.007317401095761509,0.0394388191469962,121.4103
66,0.016477762873898606,-0.007317401095761509,0.0394388191469962,-0.03937649510499133,117.1782
67,0.017711387192854814,0.0394388191469962,-0.03937649510499133,-0.02455769235547603,117.7711
68,0.01691237842137373,-0.03937649510499133,-0.02455769235547603,0.010421701808484061,121.2405
69,0.016236715487433266,-0.02455769235547603,0.010421701808484061,0.020346705079325164,123.5346
70,0.016210524884533936,0.010421701808484061,0.020346705079325164,-0.017050807361506274,122.491
71,0.008432765254983828,0.020346705079325164,-0.017050807361506274,-0.014440559696962547,120.9584
72,0.012190386611325241,-0.017050807361506274,-0.014440559696962547,-0.004929293803553906,119.5669
73,0.009327081378407463,-0.014440559696962547,-0.004929293803553906,-0.002520702779979815,119.031
74,0.004865818246448566,-0.004929293803553906,-0.002520702779979815,-0.0067394228733645145,119.172
