,Volatility,Delta1,Delta2,Delta3,Current_price
0,0.023617896542557464,0.015292053146151851,-0.009829044827465199,0.0288196691006561,556.54
1,0.024663383641783443,-0.009829044827465199,0.0288196691006561,-0.020406640552135896,525.16
2,0.017666656152865653,0.0288196691006561,-0.020406640552135896,0.029388972838932298,531.35
3,0.015195581205660988,-0.020406640552135896,0.029388972838932298,-0.032068645464360716,511.0
4,0.013950874243587694,0.029388972838932298,-0.032068645464360716,0.0024097314595261502,519.98
5,0.01799373594537939,-0.032068645464360716,0.0024097314595261502,0.04692391909801577,545.06
6,0.02993080974908648,0.0024097314595261502,0.04692391909801577,0.01300886556902468,559.89
7,0.023644340249229567,0.04692391909801577,0.01300886556902468,0.004332677414113861,556.33
8,0.010786705768964965,0.01300886556902468,0.004332677414113861,-0.018430228420977753,551.76
9,0.010604130974278344,0.004332677414113861,-0.018430228420977753,0.022194458734474978,556.36
10,0.019095705539199558,-0.018430228420977753,0.022194458734474978,0.021754137534295004,577.24
11,0.02468132718018227,0.022194458734474978,0.021754137534295004,0.012115839243498867,582.25
12,0.010868471326732363,0.021754137534295004,0.012115839243498867,0.024129296608240335,584.87
13,0.011166085541313854,0.012115839243498867,0.024129296608240335,0.008020110126885418,589.47
14,0.014552008008561546,0.024129296608240335,0.008020110126885418,-0.0069610249857080175,590.6
15,0.015739222427056995,0.008020110126885418,-0.0069610249857080175,-0.02127695906832198,573.15
16,0.020795727819933343,-0.0069610249857080175,-0.02127695906832198,0.0049728352239544575,567.88
17,0.013131179723462226,-0.02127695906832198,0.0049728352239544575,0.03452810406411592,582.16
18,0.01409025483743577,0.0049728352239544575,0.03452810406411592,-0.011348532869849654,580.2
19,0.011096271879705934,0.03452810406411592,-0.011348532869849654,-0.0009171771709410112,577.33
20,0.010008638260603752,-0.011348532869849654,-0.0009171771709410112,0.005311970100702384,581.01
21,0.009604575510109917,-0.0009171771709410112,0.005311970100702384,-0.005402160864345699,579.95
22,0.009750365848521037,0.005311970100702384,-0.005402160864345699,-0.006224669528190547,581.13
