,Volatility,Delta1,Delta2,Delta3,Current_price
0,0.01999537797455667,0.04288511292916584,0.012042973488130297,0.007490415419358263,15.3469
1,0.013930468942838172,0.012042973488130297,0.007490415419358263,-0.03178174478178982,15.0617
2,0.014198358167225408,0.007490415419358263,-0.03178174478178982,0.001254655692261198,15.2424
3,0.017348349415508016,-0.03178174478178982,0.001254655692261198,-0.03193219758582311,14.7004
4,0.015184335304848163,0.001254655692261198,-0.03193219758582311,-0.0178155690545639,14.6813
5,0.022784607768537028,-0.03193219758582311,-0.0178155690545639,0.07608512927411498,16.003
6,0.06682382184965047,-0.0178155690545639,0.07608512927411498,0.08179560186587492,17.8572
7,0.06663038048572613,0.07608512927411498,0.08179560186587492,-0.0030297730209149797,17.6704
8,0.022587797463020268,0.08179560186587492,-0.0030297730209149797,0.0,17.5558
9,0.014398181538134946,-0.0030297730209149797,0.0,-0.03376918120284879,16.9445
10,0.014868017723366432,0.0,-0.03376918120284879,0.04208943122866594,17.7373
11,0.015918436053326268,-0.03376918120284879,0.04208943122866594,-0.040449273234473664,16.9923
12,0.018391087928341147,0.04208943122866594,-0.040449273234473664,0.0463698946617302,17.8901
13,0.0183012583895251,-0.040449273234473664,0.0463698946617302,0.01267297719787052,17.5558
14,0.016012081973930715,0.0463698946617302,0.01267297719787052,0.024278491983244124,17.7277
15,0.017832296493878706,0.01267297719787052,0.024278491983244124,0.0010687706339881189,17.8901
16,0.014984057289134807,0.024278491983244124,0.0010687706339881189,-0.011794293156390903,17.6036
17,0.01626367017836758,0.0010687706339881189,-0.011794293156390903,-0.03113304036055874,17.2406
18,0.01314562605523146,-0.011794293156390903,-0.03113304036055874,-0.03336939617283126,17.1546
19,0.011610270169035328,-0.03113304036055874,-0.03336939617283126,0.0018973831923472127,17.7422
20,0.020648190058099085,-0.03336939617283126,0.0018973831923472127,0.006373588646041464,18.174
21,0.015688647570560897,0.0018973831923472127,0.006373588646041464,0.010073325855237958,18.2796
22,0.012754272517039174,0.006373588646041464,0.010073325855237958,0.01723490517264841,18.6922
23,0.015349127076422242,0.010073325855237958,0.01723490517264841,-0.04589491361488883,17.9533
24,0.02460734776315741,0.01723490517264841,-0.04589491361488883,0.006517680339462402,17.7902
25,0.02004077757992423,-0.04589491361488883,0.006517680339462402,-0.010666029335749283,17.7998
26,0.016657845252592358,0.006517680339462402,-0.010666029335749283,0.013606295433847292,18.5866
27,0.017102773099655896,-0.010666029335749283,0.013606295433847292,-0.04547755743938302,17.723
28,0.03219546546074469,0.013606295433847292,-0.04547755743938302,-0.016594807710043374,17.0609
29,0.030834956048035142,-0.04547755743938302,-0.016594807710043374,-0.023229272341603005,16.9458
